0;2 27 32 35 36 13 9 8 8 8 7 6 6 6 6 4 5 5 4 4 4 5 5 4 4 3 3 4 4 4 4 5 5 6 6 8 7 8 8 8 9 10 14 17 30 28 24 20 4 18 23 15 12 11 12 11 11 10 8 9 10 9 8 9 8 9 9 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 10 9 11 11 11 12 11 14 16 20
0;1 9 12 27 24 23 16 8 7 7 6 5 5 6 5 5 5 4 3 3 4 3 3 3 1 2 2 2 1 2 2 3 3 4 4 6 6 6 7 8 9 9 10 10 12 19 22 17 3 14 14 10 8 9 8 9 8 7 8 8 8 7 6 7 6 6 7 6 5 5 5 6 7 6 7 7 7 7 6 6 6 6 6 7 6 8 7 7 7 8 7 7 8 10 11 17
0;1 12 19 15 10 7 6 5 6 6 6 4 4 4 3 2 3 2 3 3 1 2 2 1 1 1 1 1 3 2 2 2 4 2 4 2 3 3 3 4 4 4 5 6 6 6 10 14 5 15 7 6 6 5 4 4 4 5 4 4 4 4 3 5 4 3 5 5 4 3 3 3 4 3 3 3 3 4 3 4 4 4 4 4 4 6 4 4 4 4 5 5 5 5 7 9
0;2 12 20 14 9 8 7 6 6 6 5 5 4 3 3 3 2 2 2 3 1 1 1 1 1 1 1 1 2 2 2 2 3 2 4 3 4 4 3 3 4 4 6 6 7 7 11 15 1 14 7 5 6 5 5 4 4 4 4 5 4 4 4 5 4 3 5 4 4 4 3 4 4 3 3 3 3 4 3 4 4 3 5 4 6 6 4 5 5 5 5 5 6 6 6 10
0;3 13 19 11 8 7 6 7 5 5 5 4 4 3 3 3 2 2 2 3 2 1 1 1 1 1 1 1 3 2 2 2 3 2 4 3 3 3 3 4 4 4 4 6 7 7 10 15 2 15 7 5 5 4 6 4 4 5 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 3 3 3 3 3 4 3 4 3 4 4 5 4 4 4 5 5 5 5 5 4 6 10
0;4 16 17 10 7 7 6 6 5 5 4 4 3 3 3 3 2 2 2 1 1 2 1 1 1 1 1 1 3 2 2 2 2 3 3 3 4 3 2 4 4 4 4 6 7 7 12 16 1 15 6 5 5 4 5 4 4 5 4 4 4 4 4 4 4 5 4 4 4 4 4 3 3 4 3 3 3 3 3 4 5 4 4 4 4 4 4 5 5 5 4 4 5 6 5 8
0;0 15 19 8 8 7 6 5 6 5 4 4 4 3 3 2 3 3 2 2 2 1 1 1 1 0 2 2 2 2 2 2 3 3 3 4 2 4 4 4 3 4 5 5 7 7 14 15 8 10 5 5 5 5 4 5 4 4 5 4 3 4 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 4 4 3 4 5 4 4 4 4 4 5 5 4 6 5 6 5 10
0;1 22 26 9 8 7 7 6 6 5 3 2 4 2 3 2 2 1 1 1 1 2 1 2 2 2 2 3 2 2 3 3 3 3 4 3 4 4 7 7 7 5 5 6 6 6 8 11 10 11 6 4 5 4 4 4 4 5 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 5 4 3 3 3 3 3 3 3 4 4 5 5 4 5 6 6 6 5 5 6 9 14
0;4 20 25 8 7 8 7 7 6 4 5 4 3 2 2 2 1 1 1 1 1 1 1 1 1 1 1 3 2 2 2 2 3 3 3 3 3 3 4 5 7 7 8 6 6 6 8 12 2 16 6 5 6 5 4 4 4 4 5 4 5 4 5 4 4 4 4 4 3 4 3 4 3 4 4 3 3 3 4 4 4 4 3 4 4 4 5 5 5 5 5 6 5 6 7 10
0;0 16 21 14 10 7 6 5 4 5 4 3 3 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 4 2 4 3 3 3 6 8 10 7 7 7 8 12 0 12 7 5 5 4 4 4 4 4 4 5 4 4 4 4 5 4 4 3 5 5 4 4 4 5 4 3 3 3 3 3 3 3 3 4 4 4 4 6 5 5 6 5 5 5 6 8
0;3 13 19 13 12 7 7 6 5 4 4 3 3 4 3 2 2 1 2 1 1 1 1 1 1 1 1 2 2 2 2 3 2 2 4 2 4 2 3 3 5 8 10 8 7 8 7 11 1 11 8 6 5 4 4 4 4 4 4 4 4 4 3 5 4 5 4 4 4 4 4 4 4 3 4 3 3 3 3 3 3 3 4 5 5 4 4 5 6 5 6 6 6 6 7 9
0;2 21 26 10 8 8 8 7 5 5 4 3 2 3 1 1 0 0 1 1 1 1 1 1 1 1 2 2 2 2 2 2 4 2 3 3 4 3 6 6 7 6 5 6 6 6 7 10 1 14 6 5 4 5 5 4 5 3 5 4 5 4 4 4 4 5 3 4 4 4 4 3 4 3 5 3 3 3 3 3 4 3 4 4 4 4 4 4 6 6 6 6 5 6 6 10
0;3 14 18 18 9 8 7 8 8 6 6 7 7 5 4 5 5 6 5 5 5 4 4 3 4 4 3 5 4 5 5 5 6 6 5 5 5 6 6 5 6 7 10 11 15 19 25 20 7 16 18 9 10 7 7 7 6 7 6 8 7 7 5 5 6 6 6 5 5 6 6 6 6 6 6 6 6 6 6 7 6 8 6 7 6 6 7 7 7 6 7 8 9 9 13 23
0;3 21 25 12 8 7 8 7 6 5 4 3 3 3 2 1 1 0 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 2 3 3 4 3 6 6 6 6 5 6 6 6 7 11 2 15 7 5 4 4 5 4 5 3 5 4 4 4 4 4 3 5 4 4 4 4 4 3 4 3 5 4 4 3 3 3 3 3 4 4 5 5 4 4 5 6 6 6 6 6 7 10
0;8 21 22 8 8 7 8 6 5 4 4 3 3 2 3 1 1 0 0 1 1 1 1 1 1 1 1 2 2 2 2 3 2 2 4 2 4 3 5 6 8 6 8 6 7 7 8 12 1 13 6 4 4 5 5 4 4 4 4 4 4 4 4 5 4 3 5 5 4 4 4 4 4 4 5 4 3 4 4 3 3 4 3 4 4 4 5 5 6 6 6 6 5 6 7 10
0;11 21 15 8 8 6 6 6 5 5 4 5 3 2 3 3 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 2 2 3 2 4 3 5 7 7 7 5 6 6 7 7 12 2 15 6 4 5 5 5 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3 4 4 4 4 5 6 6 6 5 5 6 8 12
0;4 17 21 10 7 6 6 5 5 4 4 3 3 3 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1 2 2 2 3 2 3 3 3 4 3 5 8 6 6 5 5 7 7 11 1 12 7 4 4 5 4 4 4 4 4 3 3 4 4 4 4 3 4 3 4 3 4 3 4 3 4 4 3 3 3 3 3 4 3 3 4 4 5 4 5 4 5 4 5 6 7 8
0;7 22 27 9 7 8 7 7 6 4 3 3 3 2 1 2 1 1 1 1 1 1 1 1 1 1 2 1 2 2 2 2 2 3 3 3 4 5 6 6 6 6 5 6 6 6 6 12 5 12 7 4 4 6 4 5 4 4 3 4 4 4 4 5 4 4 4 4 5 5 5 3 5 5 5 4 4 3 3 3 3 3 3 4 4 5 4 5 6 5 5 6 5 6 6 9
0;3 10 12 11 9 7 8 6 4 4 5 3 3 3 2 2 2 2 2 2 1 2 1 2 2 1 1 1 2 2 2 2 3 3 2 2 2 2 3 4 3 4 4 4 8 15 11 15 2 9 7 6 5 5 4 4 4 4 4 4 4 3 4 4 3 3 4 4 4 4 3 5 4 4 3 3 3 3 3 3 3 3 3 3 4 5 4 5 4 5 4 5 5 6 7 9
0;4 19 18 13 8 7 7 6 5 5 4 3 4 3 2 1 2 1 1 1 1 1 1 1 1 1 2 1 2 2 3 2 3 3 3 3 3 2 4 4 6 8 8 8 6 7 9 11 1 14 8 5 5 4 4 4 5 4 4 4 3 5 4 5 4 5 4 4 4 5 4 5 4 3 4 4 3 3 2 3 3 3 3 3 4 4 5 6 4 5 6 6 6 6 6 10
0;6 21 25 11 9 8 8 7 6 4 5 4 3 2 3 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 4 2 2 3 2 4 3 5 6 7 8 7 6 6 6 8 12 1 15 7 5 5 5 4 4 5 4 5 4 4 4 4 4 5 4 5 6 5 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 5 4 5 6 6 6 6 6 8 10
0;8 21 26 12 8 7 8 7 6 4 5 4 3 3 3 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 3 3 4 2 4 2 4 3 5 7 8 6 6 6 7 7 8 12 2 16 7 5 5 5 4 5 4 5 4 4 4 4 4 6 4 3 5 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 5 5 5 4 6 6 7 6 6 7 7 12
0;4 16 22 12 7 8 8 6 5 5 5 4 4 4 2 2 2 1 1 0 0 1 1 1 1 1 1 1 2 2 2 4 3 3 3 3 3 3 4 4 7 7 8 7 7 7 8 12 2 12 6 6 6 6 4 4 5 5 4 5 4 5 4 5 4 4 4 4 3 4 4 3 4 4 4 3 3 3 3 4 3 3 4 4 4 4 5 6 4 4 6 6 6 6 7 11
0;1 10 15 10 12 12 9 9 7 6 5 5 5 5 5 4 6 4 5 4 5 4 4 5 4 4 4 3 3 3 3 3 3 3 3 3 5 4 6 8 9 8 9 10 10 11 19 20 8 21 19 12 8 6 6 5 6 4 6 5 6 6 5 5 5 6 6 4 5 4 4 4 4 3 4 3 3 4 3 5 5 5 4 5 6 6 6 7 7 7 9 9 8 9 11 16
0;3 12 14 11 12 7 6 5 5 5 3 3 3 3 3 2 2 2 2 1 2 2 1 1 1 1 1 1 1 2 2 2 2 3 2 4 2 4 2 4 3 4 6 11 11 9 8 14 2 10 7 5 6 6 4 4 4 4 4 4 4 4 4 4 4 6 4 4 3 3 4 5 4 4 4 3 4 3 2 3 3 3 2 3 4 5 4 4 4 5 4 5 6 6 6 10
0;6 13 18 11 8 7 6 6 5 5 4 4 3 4 3 1 2 1 2 2 1 1 1 1 1 1 1 2 2 2 2 2 4 2 2 2 3 2 3 4 3 7 10 10 8 7 10 12 2 12 9 5 5 6 3 5 4 4 5 4 4 5 4 4 5 4 4 4 2 4 4 4 4 3 3 4 3 3 3 3 4 4 3 4 4 5 4 4 4 5 5 6 5 5 7 10
0;10 18 24 13 8 7 7 7 5 5 3 4 4 3 3 2 2 1 1 1 1 1 1 1 2 2 1 1 2 2 2 4 2 2 4 2 3 3 4 3 6 8 9 7 7 6 8 12 1 13 8 7 4 4 4 5 5 4 4 4 4 5 4 3 4 5 4 4 3 4 5 5 4 4 4 3 4 4 4 4 4 4 4 5 5 5 4 6 4 5 6 6 6 6 7 13
0;7 22 26 10 10 7 8 7 6 5 4 4 3 2 2 2 1 1 1 1 1 0 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 5 6 6 7 7 7 5 7 8 12 7 12 7 4 5 5 5 4 5 4 4 4 4 4 4 4 5 4 5 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 5 5 5 6 7 5 6 6 6 8
0;5 20 25 12 9 8 7 7 7 5 4 5 4 3 3 3 3 1 1 1 1 3 3 3 2 2 2 2 3 4 2 2 4 2 4 4 3 5 5 6 8 7 8 6 7 9 8 11 11 15 7 5 4 5 5 5 5 5 4 6 4 5 5 4 4 4 4 5 4 3 4 4 4 4 4 3 4 4 3 4 4 5 4 5 5 5 6 5 6 6 6 6 7 7 10 15
0;12 22 26 11 9 7 8 7 6 5 6 3 3 2 2 1 1 1 1 1 1 1 1 1 2 2 2 3 2 2 3 3 2 4 2 4 3 4 5 6 7 8 7 6 7 7 7 13 1 16 7 5 5 6 6 4 5 4 4 5 4 5 4 4 5 4 5 5 4 4 4 4 5 5 4 4 4 4 4 4 4 4 5 5 6 5 4 5 4 6 7 6 7 6 8 13
0;13 23 21 11 9 8 7 6 5 6 5 5 3 3 3 3 2 0 1 1 0 2 2 2 2 2 2 2 2 2 2 2 2 3 2 4 4 4 6 6 8 7 7 7 7 7 8 11 5 12 7 6 6 4 6 4 4 6 5 5 5 4 4 4 4 5 5 4 4 4 4 4 5 5 5 4 3 4 4 3 3 3 5 5 5 5 5 6 5 6 7 7 6 6 6 16
0;10 21 25 12 9 7 8 6 6 4 4 3 3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 2 3 4 2 4 4 5 6 6 7 6 7 5 8 10 11 1 15 6 5 4 5 5 4 5 5 4 5 3 4 4 4 4 4 5 4 4 5 4 4 4 5 5 5 4 4 4 4 4 5 5 4 5 4 5 4 5 5 7 6 6 7 7 9
0;0 20 24 13 9 6 7 7 5 4 4 4 4 3 3 3 2 2 1 1 1 1 1 2 2 2 2 2 3 3 3 2 2 4 2 4 2 4 4 6 7 7 7 6 5 7 8 11 9 11 7 4 5 5 4 4 4 4 4 4 4 4 4 4 4 4 5 5 6 4 3 4 3 4 4 3 3 3 3 3 3 3 4 4 4 5 4 5 4 6 6 6 6 6 9 15
0;10 22 17 9 9 7 6 6 5 4 4 4 3 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 2 3 2 3 4 3 2 3 4 7 7 7 5 6 7 9 11 1 13 8 5 5 4 4 4 4 4 5 4 4 4 2 4 5 3 5 4 4 4 4 3 4 3 4 4 4 3 3 3 3 3 3 5 5 4 5 5 6 4 6 5 5 6 7 8
0;3 24 28 14 9 8 7 7 6 6 5 6 5 4 5 4 5 5 5 5 4 4 3 3 3 3 3 4 4 3 3 4 3 4 4 4 4 4 3 4 5 6 6 7 9 12 31 28 6 17 21 11 9 8 8 8 8 7 7 6 6 7 6 5 5 5 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 6 6 6 6 7 7 8 8 9 13 29
